MedCodeId,OriginalReadCode,CleansedReadCode,Term,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId
913791000006119,C10EB-1,C10EB11,Type I diabetes mellitus with mononeuropathy,420918009,3697664014,,32
913801000006118,C10EC-2,C10EC12,Insulin dependent diabetes mellitus with polyneuropathy,49455004,82373015,,32
913811000006115,C10EC,C10EC00,Type 1 diabetes mellitus with polyneuropathy,713705003,3297342019,,32
913821000006111,C10EC-1,C10EC11,Type I diabetes mellitus with polyneuropathy,713705003,3297390014,,32
913831000006114,C10ED-2,C10ED12,Insulin dependent diabetes mellitus with nephropathy,127013003,301016,,32
913841000006116,C10ED,C10ED00,Renal disorder associated with type 1 diabetes mellitus,421893009,2623054013,,32
913851000006119,C10ED-1,C10ED11,Type I diabetes mellitus with nephropathy,421893009,2623054013,,32
913891000006113,C10EF-2,C10EF12,Insulin dependent diabetes mellitus with diabetic cataract,43959009,73294018,,32
913901000006112,C10EF,C10EF00,Type 1 diabetes mellitus with diabetic cataract,421920002,2618234016,,32
913911000006110,C10EF-1,C10EF11,Type I diabetes mellitus with diabetic cataract,421920002,3688521010,,32
913931000006116,C10EG,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,31211000119101,3315042015,,32
928461000006119,C10EK,C10EK00,Persistent proteinuria associated with type 1 diabetes mellitus,420514000,2967914011,,32
928491000006110,C10EL-1,C10EL11,Type I diabetes mellitus with persistent microalbuminuria,401110002,1780311019,,32
928501000006119,C10EM,C10EM00,Ketoacidosis in type 1 diabetes mellitus,420270002,2967817017,,32
928511000006116,C10EM-1,C10EM11,Type I diabetes mellitus with ketoacidosis,420270002,2967817017,,32
928521000006112,C10EN,C10EN00,Ketoacidotic coma in type 1 diabetes mellitus,421075007,2967758019,,32
928531000006110,C10EN-1,C10EN11,Type I diabetes mellitus with ketoacidotic coma,421075007,2967758019,,32
938301000006114,C10EP,C10EP00,Exudative maculopathy with type 1 diabetes mellitus,420486006,3698521013,,32
938311000006112,C10EP-1,C10EP11,Type I diabetes mellitus with exudative maculopathy,420486006,2618236019,,32
