MedCodeId,OriginalReadCode,CleansedReadCode,Term,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
3767271000006119,^ESCTPU376727,,Pulmonary venous thrombosis,77892009,129267013,31
3745891000006115,^ESCTPE374589,,Penile venous thrombosis,76598006,3036947013,32
884721000006112,G800-99,G800.99,Superfic.venous thrombosis leg,213310008,884721000006112,32
542251000006112,G6760,G676000,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",195230003,300393016,32
6018501000006115,^ESCTVE601850,,"Venous thrombosis, phlebitis and thrombophlebitis",312585004,456332011,31
7838301000006118,^ESCTNE783830,,Neonatal cerebral sinovenous thrombosis,722930000,3333969013,31
884751000006115,G82z1-99,G82z199,Venous thrombosis NOS,690131000000103,884751000006115,32
2238341000000116,Gy22,Gy22.00,Thrombosis of dialysis arteriovenous shunt,866021000000106,2238341000000116,32
4056981000006115,^ESCTCE405698,,Cerebral venous thrombosis,95455008,158111015,32
9479381000006115,^ESCTTH947938,,Thrombosis of surgically created arteriovenous fistula,12245491000119103,3041343018,31
350892013,SP07N,SP07N00,Arteriovenous fistula thrombosis,234205007,350892013,32
7219451000006116,^ESCTEM721945,,Embolism from venous thrombosis of lower leg,439162001,2792755019,31
5060741000006114,^ESCTCO506074,,Congenital arteriovenous fistula thrombosis,234152007,350818013,31
5132111000006113,^ESCTVE513211,,Venous thrombosis of flap,239206006,358507018,31
8041751000006115,^ESCTTH804175,,Thrombosis of arteriovenous graft caused by haemodialysis arteriovenous access device,133031000119106,3292003015,31
586241000006116,G676,G676.00,Non-pyogenic venous sinus thrombosis,195229008,300392014,32
5059281000006113,^ESCTLO505928,,Lower venous segment thrombosis,234043001,350668019,31
3192781000006115,^ESCTNO319278,,Nonpyogenic thrombosis of intracranial venous sinus,42970005,71696016,31
8041761000006118,^ESCTTH804176,,Thrombosis of arteriovenous graft caused by hemodialysis arteriovenous access device,133031000119106,3293436018,31
7838291000006119,^ESCTNE783829,,Neonatal thrombosis of cerebral venous sinus,722930000,3333968017,31
2238301000000119,Gy21,Gy21.00,Thrombosis of dialysis arteriovenous fistula,866001000000102,2238301000000119,32
5645961000006115,^ESCTAR564596,,Arteriovenous shunt thrombosis,280979004,418867011,31
8041731000006110,^ESCTTH804173,,Thrombosis of arteriovenous graft due to haemodialysis arteriovenous access device,133031000119106,3041266015,31
12127301000006110,^ESCT1212730,,Chronic venous thrombosis,16026431000119101,3646280017,31
3870121000006119,^ESCTCE387012,,Cerebral venous thrombosis of pregnancy AND/OR puerperium,84216001,139670012,31
5011651000006111,^ESCTCE501165,,Cerebral venous thrombosis of sigmoid sinus,230721009,345698016,31
8031581000006115,^ESCTVE803158,,Venous thrombosis due to central venous access device,100751000119101,2983858015,31
